,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,1.5028886,15.507087,3.1045997,0.0064181862,1.580418,0.39873612,1.4187429,2.9497845,0.86853844,2.8349288,0.42718515,3.9508746,0.11061756,1.2687452,0.49876717,0.4396985,2.196759,3.5333836,2.3530407,1.4197152,2.2069182,4.66849,1.0983641,22.457912,2.895722,18.153095,9.431679,4.8003907,0.5781965,5.288699,3.2460093,16.812656,47.540096,4.713704,8.202537,29.62731,47.24091,7.8399234,8.643187,12.35569,6.262162,2.2103662,1.0253856,0.075879276,2.4666095,0.9154065,1.7498627,3.7240367,7.2365093,5.236575,0.36349547,1.4183958,0.47724628,0.4850111,1.8266687,0.13441262,0.21542498,4.373013,2.565048,1.3017398,1.951676,0.047517627,1.8706028,0.042633153
1,4.0575795,13.391875,3.7339656,1.095877,3.2062027,3.5406065,0.6012222,1.031213,0.3681837,1.4646584,0.54776114,1.0428818,0.27404195,0.52441025,0.34145734,0.31439584,0.289436,3.795446,0.10568321,1.8642743,2.592255,5.5632615,2.846255,5.191502,7.04781,29.920856,5.289096,15.84314,1.2221526,13.294718,9.588572,25.98074,55.725716,6.537847,7.378254,23.52661,41.685448,5.164138,12.515968,16.738403,8.237736,2.040584,1.3128827,0.012782196,2.579087,0.16472884,3.4483397,3.9732473,1.4371964,1.0947883,0.26953268,2.4770362,1.3623419,0.15553662,0.34304896,0.08623982,0.702412,0.8516411,2.995525,1.5846868,1.0268497,0.3345715,2.0491648,0.27446082
2,9.757485,28.50732,1.1959813,4.8090215,5.546741,0.87185436,0.059275646,0.13103315,0.479769,9.252761,0.06831629,0.0,0.08279312,0.08502224,0.09289688,0.0,0.15064844,13.775382,0.0,0.5009893,1.8570526,7.0447474,15.324407,2.50339,16.471199,19.43768,6.1815143,20.458183,0.012346223,7.495082,13.819733,47.278973,107.37072,3.6495678,4.099672,26.496424,39.636604,1.0595636,50.69882,39.49354,10.637133,0.49232838,0.13789085,0.3409248,0.7588649,0.01666322,11.92257,4.8905644,1.636072,4.8620133,0.2740106,0.66504776,0.06088459,0.07241672,0.9967849,0.01727064,0.5768275,0.41272494,5.084892,14.899092,0.40631986,0.25378808,0.62916416,0.13278651
3,1.6125904,5.184921,7.7808633,0.56103927,4.8245997,10.133841,2.382562,3.988602,0.65487564,3.3534274,0.6805543,1.2407321,1.8590937,2.3027635,1.2144656,0.0,0.16123371,4.5826244,3.011843,3.137357,3.0513115,0.5397047,0.7982557,3.748805,2.9625354,14.176399,1.5846775,10.955368,0.98974174,43.92647,7.4451714,17.652077,23.298117,4.5415535,3.48584,23.206823,30.361984,2.6984425,4.3479176,22.226114,3.1846685,5.665228,8.273354,0.067905076,6.3596582,0.04934186,0.016441308,4.224045,7.6412525,8.919553,1.1913975,6.2726765,7.565668,1.0573583,2.1933525,0.3066901,0.35811126,1.2910886,3.5591166,1.8793108,1.742119,2.9567196,3.3255894,0.017151618
4,6.4671583,24.3736,2.4051008,3.1978412,7.877262,0.49259973,0.958784,0.1208022,1.3449439,20.019249,0.23807415,1.4860337,0.9956294,0.8525783,0.3536059,0.2687021,0.5269779,13.023497,2.4354746,0.5078191,0.927726,21.518047,14.990627,15.218703,3.2069578,17.150023,0.99987096,3.651561,0.43802226,18.188782,1.2275469,40.907906,51.61932,3.6083467,6.0274973,36.484653,28.192616,1.8433638,60.904522,44.39286,0.53575045,6.20031,1.2717085,0.32557598,4.606621,1.971212,7.545392,4.8682733,7.2114325,15.35592,0.8607469,5.234247,1.0723358,1.7898933,4.4198165,0.31458178,0.110355005,0.70734817,3.9939103,15.808709,0.26739287,1.7700304,0.0,0.0
5,14.207882,40.638325,0.16283,5.36978,3.4386134,0.12208646,0.023282435,0.0,0.1527755,21.250565,0.013029166,0.0,0.06640371,0.0,0.064671755,0.0071319276,0.54931825,44.46241,0.86385506,0.14281136,0.93038017,3.9585314,26.223335,10.606047,56.195538,16.248306,6.73888,13.480929,0.0,4.019561,4.555489,63.673622,151.24786,2.6018918,1.6379099,21.668655,41.095894,0.0,102.619774,78.86163,1.7127533,0.12241653,0.0,0.0,0.50878334,0.0,17.85354,7.947604,0.30499563,15.334505,0.0,0.25604135,0.007923242,0.0011538304,5.188895,0.0017660172,0.0058818217,0.7162428,4.499086,31.965221,0.043399263,0.0,0.09597503,0.0076665203
6,5.491375,13.979983,6.631612,2.5806155,5.562821,7.1819334,1.7255605,1.6750348,1.573506,9.599682,0.10663232,1.1072463,0.53573865,1.696432,0.59021,0.021270094,0.78265846,16.53144,4.203312,1.418993,0.9964248,0.3159426,8.56109,13.208575,5.839615,22.110617,0.4115724,2.684018,1.486205,66.0244,1.1759723,36.387115,60.692814,3.9386039,0.79823625,39.163265,23.068724,9.5703335,32.182564,17.782417,0.9395609,4.5656943,7.407986,1.2365606,1.209449,0.080997884,1.7067152,6.3769097,14.144831,18.01163,0.6511089,4.1051054,6.4864287,0.5308091,2.4918833,0.9579062,0.02591766,0.8039981,8.596546,3.7754486,0.5515806,3.1082191,13.315192,0.0
7,1.6358284,11.527058,2.9419966,0.13034192,1.3702729,1.0226506,2.1517515,2.4659305,1.0482101,4.9858904,0.48061264,6.543482,0.16677633,1.4571296,0.48294836,0.61600065,3.1923807,4.2234287,6.2800922,1.446463,2.4721682,7.2051096,1.9474869,19.04663,5.428664,13.42925,10.396129,4.51197,0.7158686,5.782138,4.606702,12.840607,36.371937,5.0077496,7.1756783,25.419708,41.16917,7.4649577,8.539215,20.233437,10.178543,3.1174474,3.4166589,0.062852725,2.102868,0.9924271,2.1702557,3.963525,10.450748,5.2302065,0.6305114,1.4697621,0.5440938,1.1728297,3.539817,0.21453722,0.43901548,4.5743303,1.8627797,1.897789,1.5294354,0.2260448,1.559984,0.08366667
8,16.35501,37.553265,0.17951794,6.9403124,5.695872,2.4368005,0.12709838,0.078699164,0.38744435,16.373598,0.050606437,0.6041519,0.0,0.010181396,0.13285524,0.07805121,0.32351023,23.118568,0.6587142,0.23844497,1.7550033,7.878043,17.688818,8.63187,3.340989,22.31079,5.0438523,20.117949,0.8258282,2.9903474,13.052334,55.06975,144.26993,1.2657673,2.6506112,17.462404,40.2293,0.39401308,75.56855,39.013226,9.7994,0.43836135,0.052206744,0.9023813,1.1815438,0.24269357,16.808022,5.2371325,2.312886,8.049903,0.0,0.53899187,0.059075855,0.046224743,0.35496244,0.013286336,0.18351243,0.29042885,7.849482,22.226725,0.84124225,0.72522116,0.22411025,0.0776856
9,3.1576557,15.422825,1.9817495,0.74150985,2.8266003,0.54389894,0.27408904,1.5224857,0.29283723,1.2489518,1.0715458,0.3118918,0.1993403,0.19158515,0.71460843,0.42658302,0.4194365,3.0906954,0.0,2.4307845,2.2654684,5.9469023,0.8019005,3.4405441,1.3191539,35.993286,5.3915653,23.28395,1.0501395,2.9586072,11.995785,26.626734,74.98548,8.656822,3.797654,15.618437,44.759304,6.4398947,17.181355,11.219646,14.489763,1.0692956,0.090952724,0.0,2.1684296,0.38751745,2.8577113,3.3627207,0.0038436106,0.0,0.21722323,0.9993136,0.1513785,0.12570298,0.36282873,0.05329799,0.0763535,2.3829246,2.2308176,0.9412928,1.1421278,0.020125467,0.98156756,0.33125967
